source,notice_id,title,description,organisation,value_low,value_high,currency,published_date,deadline,notice_type,status,cpv_codes,url,scraped_at
FTS,ocds-h6vhtk-051dea_065389-2026,Highways - Annual Surface Dressing,"The Council has a requirement for annual Surface Dressing to be carried out on specified roads. The annual quantity will be determined by the state of the roads and the maintenance budget allocated each year.
Historically the Council has spent circa £650,000 + VAT per annum on Surface Dressing. The annual spend may increase or decrease.
The Council is looking to engage a suitably skilled and experienced Supplier to undertake required works each year.
All works shall be carried out in compliance ",Oldham Metropolitan Borough Council,,,GBP,2026-07-11,,award,complete,,https://www.find-tender.service.gov.uk/Notice/065389-2026,2026-07-12T09:00:14.525735+00:00
FTS,ocds-h6vhtk-06c907_065388-2026,ITT 10/2026 - PEACEPLUS PP2014 - Moneydarragh community Hub Ltd - Creation of new outdoor classroom - Re-Tender,"Applications are invited from Contractors, under the terms of the NEC4 ECSC Short Contract,
for the following PEACEPLUS project: Moneydarragh Community Hub Ltd – Creation of new outdoor
classroom – PP2014: Supply and installation of new outdoor Messy Play activity area and
associated site works at Moneydarragh Community Hub, Annalong.
The works will be for Civil Engineering - 45200000-9, Landscaping - 45112700-2, Paved
Areas - 45233200-1, Land Clearance - 45111220-6, Works for complete or part c","Newry, Mourne and Down District Council (NMD)",,41254.5,GBP,2026-07-11,2026-07-31,tender,active,,https://www.find-tender.service.gov.uk/Notice/065388-2026,2026-07-12T09:00:14.525765+00:00
FTS,ocds-h6vhtk-06638d_065387-2026,"ITT 09/2025 - HRC Sites Collection, Recycling, Disposal of Waste Streams","Newry, Mourne and Down District Council require suitably experienced Suppliers to undertake the Collection, Treatment, Recycling, Recovery and Disposal for Various Recyclates from Household Waste Recycling Centres as follows Paper and Card Cardboard Hard plastics Paints and Varnishes Waste Oil Rubble Wood Scrap metals Street cleansing residues The contract will initially be awarded for 3 years with the option to extend by up to two 12-month periods at the sole discretion of the Council.","Newry, Mourne and Down District Council",,,GBP,2026-07-11,,award,complete,,https://www.find-tender.service.gov.uk/Notice/065387-2026,2026-07-12T09:00:14.525774+00:00
FTS,ocds-h6vhtk-069558_065386-2026,Provision of Coaching Services,"Park View School is seeking to appoint a provider to deliver the coaching services, management services, sports science, vocational education and logistical operations for each of the academies. To provide an overall management structure to deliver high quality sporting and education provision that enhances the overall student experience.
The appointed provider will be responsible for end-to-end delivery including coaching, education, sports science, pastoral care, and logistics.
We are seeking ",PARK VIEW ACADEMY,,,GBP,2026-07-11,,award,complete,,https://www.find-tender.service.gov.uk/Notice/065386-2026,2026-07-12T09:00:14.525782+00:00
