source,notice_id,title,description,organisation,value_low,value_high,currency,published_date,deadline,notice_type,status,cpv_codes,url,scraped_at
FTS,ocds-h6vhtk-06a8a3_050749-2026,Supported Living Services for Adults with a Learning Disability for Cardiff Council,"Cardiff Council is committed to supporting people with a Learning Disability, to live independently in the community 
within their own homes.
The initial contractual arrangement  was to support 310 people within Cardiff across 98 supported living schemes . The numbers may increase due to new supported living schemes being developed over the life time of the current contract  which will be confirmed in the tender document. Please be aware that  no guarantee can be given with regard to the volume ",Cardiff Council,,114985296.0,GBP,2026-05-29,,planning,planned,,https://www.find-tender.service.gov.uk/Notice/050749-2026,2026-05-29T10:43:49.013921+00:00
FTS,ocds-h6vhtk-06a8a2_050748-2026,Provision of Executive Development and Coaching Services,"Development sessions and individual coaching to the Trust's Executive Team (ET) to critically examine, assess, and develop ET members in order to facilitate high performance through effective communication, decision making, and accountability.",Sheffield Children's NHS Foundation Trust,,,GBP,2026-05-29,,award,complete,,https://www.find-tender.service.gov.uk/Notice/050748-2026,2026-05-29T10:43:49.013948+00:00
FTS,ocds-h6vhtk-056734_050747-2026,P-3271 IT Hardware Maintenance and Support Services,"Translink is seeking to appoint a single supplier to support their Information Services Division with delivery of the following service areas: a. Hardware maintenance (physical servers, SAN/NAS, client devices eg laptops, desktops, and printers) b. Out of hours support (break / fix SLA for physical servers - 24 hours per day, 7 days per week, with a 4 hour response, 4 hour fix agreement). c. Business continuity services and testing d. Transition and transformation services (e.g. transition from ",Translink,,,GBP,2026-05-29,,award,complete,,https://www.find-tender.service.gov.uk/Notice/050747-2026,2026-05-29T10:43:49.013955+00:00
FTS,ocds-h6vhtk-05a5fa_050746-2026,T138 - Supply of Metered Electricity,Supply of Metered Electricity to NI Water sites.,NORTHERN IRELAND WATER LIMITED,,,GBP,2026-05-29,,award,complete,,https://www.find-tender.service.gov.uk/Notice/050746-2026,2026-05-29T10:43:49.013961+00:00
FTS,ocds-h6vhtk-06a8a1_050745-2026,"ProQuest Film, Music & Performing Arts Collection 2026-2029","Jisc Services Limited is entering into a contract with ProQuest LLC to give Jisc member institutions the opportunity to subscribe to the ProQuest Film, Music & Performing Arts Collection at preferential rates. The film collection contains current publications related to film scholarship alongside detailed and expansive filmographies. The music & performing arts collection combines cross-searchable, seminal bibliographies in music and performing arts, with full-text from hundreds of journals. Thi",JISC,,,GBP,2026-05-29,,award,complete,,https://www.find-tender.service.gov.uk/Notice/050745-2026,2026-05-29T10:43:49.013966+00:00
FTS,ocds-h6vhtk-0600ec_050744-2026,OFATUMUMAB (KESIMPTA) HOMECARE 20 mg in 0.4mL Pre-Filled Pen 1 Pen Pack,,,,,GBP,2026-05-29,,contractTermination,,,https://www.find-tender.service.gov.uk/Notice/050744-2026,2026-05-29T10:43:49.013971+00:00
FTS,ocds-h6vhtk-06a8a0_050743-2026,Cambridge University Press (CUP) Cambridge Core eBooks Evidence Based Acquisition 2026-2027,Jisc Services Limited is entering into a contract with Cambridge University Press (CUP) to give Jisc member institutions the right to purchase CUP eBook titles via an evidence based acquisition scheme at preferential rates. The contract will be with Jisc Services Limited as a subsidiary of Jisc. This contract is for use by Jisc Members only and not for Jisc's own use.,JISC,,,GBP,2026-05-29,,award,complete,,https://www.find-tender.service.gov.uk/Notice/050743-2026,2026-05-29T10:43:49.013976+00:00
FTS,ocds-h6vhtk-0567f0_050742-2026,High Intensity Supported Accommodation,"Hampshire County Council (the ""Council"") has awarded contracts for High Intensity Supported Accommodation Services, for young people aged 16-21, for whom the Council has a duty to offer accommodation. These are block contract agreements, across three Geographical Areas. This contract is for an initial period of 2 years and 3 months, with 2 further 1 year extensions available. The contract will start on 01 April 2026.
These High Intensity placements are for those young people who require short-te",Hampshire County Council,,,GBP,2026-05-29,,award,complete,,https://www.find-tender.service.gov.uk/Notice/050742-2026,2026-05-29T10:43:49.013988+00:00
FTS,ocds-h6vhtk-06a89f_050741-2026,Waiver - BWC_CQ3 - Optima Medical Ltd - Annual Maintenance Contract,This service relates to the annual maintenance contract of Micromed EEG Systems by Opitima Medical Ltd,Birmingham Women's and Children's NHS Foundation Trust,,,GBP,2026-05-29,,award,complete,,https://www.find-tender.service.gov.uk/Notice/050741-2026,2026-05-29T10:43:49.013993+00:00
FTS,ocds-h6vhtk-06a89e_050740-2026,Condition Programme 2024/25 Maintenance Works,Overlay Flat Roof Covering & Associated Works to Block TC,Somerset Council,,,GBP,2026-05-29,,award,complete,,https://www.find-tender.service.gov.uk/Notice/050740-2026,2026-05-29T10:43:49.013999+00:00
